Date,Average_temperature____F_,Average_humidity____,Average_dewpoint____F_,Average_barometer__in_,Average_windspeed__mph_,Average_gustspeed__mph_,Average_direction____deg_,Rainfall_for_month__in_,Rainfall_for_year__in_,Maximum_rain_per_minute,Maximum_temperature____F_,Minimum_temperature____F_,Maximum_humidity____,Minimum_humidity____,Maximum_pressure,Minimum_pressure,Maximum_windspeed__mph_,Maximum_gust_speed__mph,Maximum_heat_index____F_
10/17/2023,45.8,55,26.9,30,3.8,6.1,331,0.23,11.71,0,65.8,27,87,20,30.233,29.887,17.3,26.5,74.9
8/8/2025,63.8,40,34.9,30,1.8,3.4,61,0.23,7.29,0,82.9,42.3,77,15,30.109,29.875,11.5,16.1,80.5
8/3/2030,52.9,83,47.8,30,0,0,284,0.23,8.12,0,59.6,50.4,92,56,30.089,29.87,0,0,59.6
4/17/2025,45.8,34,18.4,30,8.4,12.1,240,0.46,0.84,0,56.2,36,51,22,30.153,29.873,20.7,28.8,56.2
3/28/2027,32,43,10.9,30,9.7,14.9,257,0.46,1.21,0,41.1,25.6,84,25,30.168,29.819,20.7,31.1,41.1
3/29/2027,42.3,25,8.9,30,12.1,17.3,238,0.46,1.21,0,51.1,33.1,35,18,30.151,29.751,26.5,42.6,51.1
9/21/2031,50.2,58,34.3,30,2.3,4,282,0.67,6,0,68.4,31,86,33,30.134,29.808,12.7,18.4,76.9
7/9/2025,60.4,75,51.7,30,2.3,4.1,73,3.31,5.89,0,70.6,50.8,94,53,30.065,29.95,11.5,16.1,77.7
2/11/2022,23.2,53,8.3,30,6.4,9.4,267,0.01,0.22,0,30,10,7,36,30.166,29.942,27.6,39,32
8/1/2022,57.5,64,43.5,30,4.9,6.2,14,0.01,7.95,0,73.5,38.6,94,22,30.153,29.897,17.3,26,79.2
11/10/2023,28.5,54,12.4,30,6.5,9.5,325,0.01,12.56,0,36.8,20.3,88,26,30.148,29.825,19.6,26.5,36.8
1/30/2026,21.8,43,2.5,30,12.3,19.2,257,0.01,0.01,0,28.5,10.4,56,31,30.124,29.881,31.1,41.4,28.5
1/31/2026,30.3,45,11,30,14.8,22.2,251,0.01,0.01,0,35.2,26.6,63,31,30.175,29.889,28.8,42.6,35.2
12/6/2029,13.5,50,-3.5,30,3.4,5.5,91,0.01,7.96,0,24.4,8.3,79,18,30.104,29.988,11.5,18.4,24.4
1/4/2030,12.6,76,6.6,30,3.8,5.7,281,0.01,0.01,0,25.6,-2.2,85,68,30.15,29.75,13.8,17.3,25.6
8/1/2030,61,53,40.8,30,0,0,284,0.01,7.9,0,75.8,44.9,89,22,30.064,29.914,0,0,77.4
9/2/2030,60.7,51,38.9,30,1.3,2.6,261,0.01,9.92,0,79.2,40.3,88,21,30.114,29.896,10.4,20.7,78.5
9/6/2030,53.9,60,37.6,30,1.6,3,272,0.01,9.92,0,72.8,34.1,94,27,30.21,29.871,10.4,16.1,77.2
1/23/2033,28.8,43,8.8,30,6.9,10.4,247,0.01,0.01,0,39.5,17.5,53,32,30.095,29.952,18.4,31.1,39.5
1/28/2033,28.2,43,8.2,30,8.5,12.5,231,0.01,0.01,0,38.6,21.2,56,30,30.021,29.938,21.9,29.9,38.6
1/29/2033,26.8,61,14.3,30,3,4.8,355,0.01,0.01,0,36.9,13.6,90,39,30.016,29.937,13.8,21.9,36.9
1/30/2033,25.1,47,7.1,30,8.3,12.7,249,0.01,0.01,0,33.5,12.9,91,34,30.232,29.864,20.7,31.1,33.5
9/3/2022,63.6,44,39.3,30,4.2,221.3,4,0.02,8.79,0,74.6,40.6,77,21,30.284,29.687,10.4,255,77.5
2/7/2023,22.2,82,17.6,30,1.8,2.7,84,0.02,0.09,0,24.8,19.9,88,73,30.035,29.93,8.1,12,32
3/3/2023,31.4,56,15.5,30,4.5,6.4,315,0.02,0.59,0,48.3,15.4,84,23,30.18,29.942,18.4,26,48.3
3/4/2023,29.9,63,17.9,30,1.6,2.9,191,0.02,0.59,0,44.6,16.4,83,32,30.138,29.787,6.9,255,44.6
3/6/2023,37,54,20.8,30,7.6,11.6,291,0.02,0.59,0,48.1,31.2,87,27,30.116,29.927,23,35,48.1
10/9/2023,46.9,40,23.4,30,10.9,16.3,322,0.02,11.5,0,53.9,42.3,50,27,30.108,29.947,24.2,34.5,53.9
10/10/2023,48.3,52,31.2,30,5.1,8.2,353,0.02,11.5,0,58.1,42.3,80,36,30.042,29.889,18.4,27.6,58.1
10/11/2025,45.3,53,27.7,30,3.2,4.7,18,0.02,9.21,0,67.4,33.4,83,19,30.188,29.811,17.3,20.7,76.5
2/13/2026,28.3,38,5.9,30,15.1,21.6,242,0.02,0.03,0,34.8,22.2,43,32,30.128,29.942,29.9,39.1,34.8
2/18/2026,23,31,-3.8,30,7.5,11.7,261,0.02,0.03,0,29.8,12.3,47,20,30.202,29.658,18.4,29.9,29.8
2/19/2026,24.5,29,-7.5,30,3.2,5.1,33,0.02,0.03,0,44.1,9.2,53,7,30.217,29.817,12.7,17.3,44.1
4/1/2026,34,68,23.9,30,2.4,3.8,45,0.02,0.48,0,49.4,20.8,91,40,30.135,29.936,12.7,17.3,49.4
1/5/2028,38.9,50,21.9,30,20.7,30.8,247,0.02,0.02,0,46.8,32.2,71,39,30.253,29.855,36.8,56.4,46.8
1/8/2028,40.4,46,17.4,30,8.2,12.7,214,0.02,0.02,0,53.3,16.5,89,21,30.258,29.792,24.2,34.5,53.3
4/6/2030,44.2,44,22.8,30,3.7,6.2,269,0.02,2.02,0,55.6,28.1,72,27,30.152,29.883,15,29.9,55.6
11/6/2031,30.1,46,10.5,30,6.2,9.3,283,0.02,7.28,0,38,22.4,76,23,30.115,29.827,20.7,32.2,38
1/3/2032,31.9,45,10,30,3.3,5.1,283,0.02,0.02,0,54.2,5.8,80,19,30.248,29.735,16.1,24.2,54.2
11/5/2032,44.2,37,18.7,30,8.2,12,231,0.02,8.41,0,55.8,36.3,49,21,30.033,29.903,20.7,28.8,55.8
11/6/2032,35.9,59,19.9,30,5.4,8.2,199,0.02,8.41,0,54.4,22.4,93,20,30.212,29.86,15,20.7,54.4
3/10/2022,19.5,51,2,30,12.7,18.5,281,0.04,0.28,0,26,11,8,22,30.271,29.629,38,54,32
3/16/2022,46.3,22,9.5,30,12.2,17,258,0.04,0.28,0,57,36,2,15,30.076,29.873,24.2,37,57
3/17/2022,48.1,29,15.5,30,10,13.8,260,0.04,0.28,0,58,36,5,16,30.113,29.874,28.8,38,58
3/20/2022,41.4,44,20,30,2.7,4.2,329,0.04,0.28,0,57,27,6,22,30.127,29.944,18.4,25,57
3/21/2022,43.3,44,17.7,30,3.6,5.6,200,0.04,0.28,0,63,22,8,12,30.165,29.725,23,31,63
3/26/2022,16.8,82,12.3,30,3,4.9,71,0.04,0.28,0,25,9,8,72,30.412,29.687,20.7,26,32
2/11/2023,27.3,39,5.3,30,9.9,14.5,315,0.04,0.11,0,34.9,19.4,60,27,30.119,29.84,24.2,32,34.9
2/12/2023,29.1,48,11.7,30,12.5,17.9,307,0.04,0.11,0,35.5,19.2,63,35,30.094,29.901,29.9,40,35.5
2/13/2023,30.4,45,11.5,30,11.5,16,313,0.04,0.11,0,36.6,25.7,57,33,30.079,29.859,31.1,45,36.6
4/30/2024,29.7,34,4.5,30,10,14.5,282,0.04,1.1,0,38.4,22.1,54,20,30.175,29.835,25.3,36.8,38.4
1/10/2025,33.2,49,12.2,30,6.2,8.8,238,0.04,0.04,0,51.2,13.5,86,16,30.319,29.697,17.3,25.3,51.2
1/14/2025,38.8,23,3.8,30,14.8,22.2,238,0.04,0.04,0,46.2,29.4,30,18,30.148,29.799,26.5,44.9,46.2
1/25/2025,37.7,29,7.8,30,17.5,25.5,241,0.04,0.04,0,51.3,25,46,15,30.285,29.843,38,49.5,51.3
1/31/2025,33.5,30,4.6,30,9.1,13,235,0.04,0.04,0,42.2,26.4,42,18,30.169,29.802,27.6,38,42.2
3/3/2029,42.5,20,1.9,30,8.6,12.4,348,0.04,0.25,0,56.1,31.2,35,9,30.046,29.851,25.3,34.5,56.1
3/4/2029,41.3,35,13.4,30,4.6,7.3,48,0.04,0.25,0,56.4,23.9,69,17,30.195,29.816,17.3,26.5,56.4
3/5/2029,38.6,42,11.1,30,4.3,6.3,32,0.04,0.25,0,58.6,19.4,80,12,30.226,29.62,19.6,31.1,58.6
4/6/2029,46.3,25,11.4,30,13.8,20,38,0.04,0.93,0,58.5,33.4,36,16,30.121,29.866,27.6,40.3,58.5
4/7/2029,47.1,38,22.1,30,4.8,7.9,104,0.04,0.93,0,56.2,34.9,70,19,30.116,29.875,18.4,27.6,56.2
11/13/2029,47.4,35,21,30,10.3,14.8,110,0.04,7.84,0,52.1,43.8,47,27,30.044,29.877,20.7,32.2,52.1
3/5/2033,37.2,35,11.8,30,11.4,16.8,225,0.04,0.53,0,42.6,34.3,43,29,30.125,29.96,21.9,33.4,42.6
9/10/2022,62.1,46,32.9,30,1.4,123.8,9,0.08,8.85,0,77.7,39.8,90,15,30.256,29.695,8.1,255,78.1
9/11/2022,56.8,42,31.8,30,3,87.1,20,0.08,8.85,0,71.6,39.3,72,17,30.376,29.683,11.5,255,77.3
8/5/2025,63.5,49,39.7,30,2.2,3.9,93,0.08,7.14,0,82,41.2,87,17,30.114,29.791,12.7,17.3,79.9
3/2/2027,32.6,54,17,30,4.9,7.3,259,0.08,0.83,0,40.6,22.7,82,34,30.271,29.751,20.7,32.2,40.6
4/8/2027,48.1,32,18,30,8.7,13.4,265,0.08,1.3,0,59.5,38.3,51,16,30.141,29.916,16.1,26.5,59.5
9/11/2028,53.3,60,38.1,30,1.7,3.2,66,0.08,12.44,0,69.8,35.2,87,31,30.175,29.911,12.7,19.6,77.3
3/15/2029,26,44,6.2,30,7.4,11.9,98,0.08,0.29,0,31.8,20.5,67,22,30.088,29.729,21.9,31.1,31.8
10/6/2029,37.4,66,26.2,30,2.4,3.5,112,0.08,7.53,0,48.2,27.9,91,31,30.277,29.774,21.9,21.9,48.2
10/9/2029,50,35,20,30,2.6,3.4,118,0.08,7.53,0,70.7,29.1,64,15,30.232,29.786,15,17.3,73.5
4/10/2030,37.8,26,4.6,30,11.5,16.4,253,0.08,2.08,0,51.5,28.2,54,14,30.127,29.859,34.5,42.6,51.5
4/11/2030,41.7,32,9.7,30,3.7,5.9,266,0.08,2.08,0,57.2,22.9,68,10,30.122,29.89,17.3,21.9,57.2
4/12/2030,46.2,36,16.7,30,3.7,5.9,267,0.08,2.08,0,65.5,22.9,64,12,30.026,29.867,16.1,20.7,65.5
9/10/2030,58.3,60,42.6,30,2.3,3.7,275,0.08,9.99,0,78.6,44.3,84,20,30.051,29.83,12.7,19.6,77.9
2/10/2031,15.2,74,8.1,30,2.8,4.4,283,0.08,0.15,0,28.2,4.8,81,39,30.244,29.81,12.7,19.6,28.2
12/10/2031,40,12,-10.5,30,5.7,8.1,282,0.08,7.6,0,51.6,25.7,46,6,30.108,29.764,17.3,24.2,51.6
12/17/2031,37.3,35,9.6,30,6.4,9.5,283,0.08,7.6,0,53.6,12.9,64,19,30.331,29.739,17.3,26.5,53.6
9/11/2023,56.4,24,16.6,30,7.4,10.2,311,0.16,11.36,0,73,38.5,45,9,30.064,29.867,20.7,26.5,73.5
9/12/2023,58.5,22,15.6,30,6.3,9,314,0.16,11.36,0,75.6,36.2,52,10,30.108,29.828,23,26.5,75
9/13/2023,56.5,31,22.4,30,2.9,4.6,306,0.16,11.36,0,78.3,35.9,63,11,30.173,29.851,20.7,27.6,77
10/2/2027,44.2,39,19.9,30,7.6,12.4,271,0.16,10.12,0,53.5,36.6,80,27,30.058,29.879,21.9,34.5,53.5
4/18/2023,43,62,27.6,30,0.1,0.2,34,0.32,1.62,0,63.5,25.8,94,13,30.158,29.912,2.3,3,63.5
8/12/2027,61.7,51,39.8,30,1.7,3.1,139,0.32,8.36,0,79.4,40.9,88,19,30.09,29.824,9.2,24.2,78.5
10/30/2024,44.6,35,18.2,30,9.7,13.5,267,0.89,11.35,0,53.2,36.6,48,26,30.094,29.981,25.3,34.5,53.2
5/11/2029,43,40,18.5,30,4.8,7.6,110,0.89,2.74,0,53.9,33.1,65,21,30.231,29.926,17.3,25.3,53.9
8/23/2028,53.8,56,36.2,30,2.2,3.9,52,1.03,12.27,0,71.5,35.9,89,24,30.123,29.895,12.7,18.4,77.2
8/9/2030,52.9,81,46.6,30,1.8,3,269,1.28,9.17,0,65.8,43.6,95,49,30.099,29.875,16.1,24.2,65.8
11/22/2028,41.6,19,2.5,30,13.3,18.4,267,0.43,14.37,0,51.1,32.1,27,14,30.095,29.927,33.4,46,51.1
4/20/2029,39.5,62,25.9,30,2.9,5,109,0.43,1.32,0,53.5,26.6,90,27,30.089,29.897,13.8,19.6,53.5
5/9/2022,42.7,54,26.4,30,3.5,5.7,69,0.61,3.05,0,55.1,32.2,90,33,30.145,29.982,17.3,26,55.1
9/15/2025,55.1,42,25,30,2.3,4,279,0.61,8.44,0,80.5,31.3,84,9,30.258,29.875,13.8,20.7,78.5
8/11/2026,56.2,71,46.5,30,0.9,1.4,292,0.61,5.55,0,68.9,48.3,91,23,30.115,29.696,9.2,13.8,74.7
10/29/2027,49.3,22,11.7,30,9.8,15,244,0.86,10.82,0,58.7,38.6,28,17,30.088,29.891,23,38,58.7
8/28/2029,55,54,37.9,30,0.8,1,78,0.86,7.14,0,74,39.3,79,43,30.165,29.85,19.6,19.6,77.3
1/18/2030,24.6,57,8.7,30,1.3,2.1,205,0.86,0.86,0,57,5.2,83,14,30.332,29.599,18.4,26.5,57
10/8/2022,29.2,83,24.4,30,3.8,8.6,101,0.29,9.62,0,43.5,22.5,91,47,30.161,29.676,12.7,255,43.5
3/27/2026,36.6,61,23.1,30,2.7,4.6,356,0.29,0.46,0,49.9,26.1,86,25,30.075,29.908,16.1,21.9,49.9
3/29/2026,40.9,55,24.4,30,6.6,9.8,251,0.29,0.46,0,55.6,25.7,86,20,30.123,29.935,21.9,31.1,55.6
3/30/2026,43,47,22.6,30,6.3,9.6,248,0.29,0.46,0,54.8,30.7,82,21,30.106,29.866,20.7,34.5,54.8
3/31/2026,42.1,39,11.5,30,7.9,11.6,254,0.29,0.46,0,58.9,22.1,89,7,30.173,29.807,26.5,35.7,58.9
2/10/2027,28.6,66,17.8,30,3.7,5.7,281,0.29,0.67,0,40.5,14,86,31,30.228,29.877,11.5,19.6,40.5
11/15/2027,16.4,72,8.9,30,4,6.5,47,0.29,11.12,0,34.4,-2.9,84,53,30.458,29.633,20.7,28.8,34.4
2/10/2028,36.9,55,20.1,30,5.5,8.4,260,0.29,0.43,0,48.5,23.8,90,23,30.239,29.77,23,34.5,48.5
2/14/2028,48,22,8.9,30,7.2,10.7,246,0.29,0.43,0,60.5,26.9,45,10,30.158,29.739,19.6,26.5,60.5
2/15/2028,28.8,68,18.1,30,3.5,5.7,54,0.29,0.43,0,47.3,19.4,87,25,30.233,29.674,12.7,21.9,47.3
3/21/2028,41.7,40,13,30,2.6,4.2,270,0.29,1.32,0,63.4,21.4,78,9,30.365,29.861,17.3,27.6,63.4
10/10/2031,26.5,89,23.7,30,1.7,2.9,283,0.29,6.3,0,30,24.1,92,86,30.116,29.853,6.9,8.1,30
12/26/2023,35.4,40,11.2,30,8.1,17.9,325,0.58,13.27,0,51.7,16.5,77,15,30.255,29.712,120.8,255.3,51.7
12/27/2023,31.4,34,5.9,30,14.3,21.2,327,0.58,13.27,0,36.9,27.6,50,24,30.177,29.752,27.6,41.4,36.9
12/31/2023,1.5,53,-12.5,30,9.9,14.3,319,0.58,13.27,0,5.4,-1.4,76,34,30.167,29.735,27.6,40.3,5.4
8/15/2026,61.7,44,34,30,1.3,1.9,359,0.83,5.77,0,80,39.4,83,15,30.206,29.722,15,20.7,78.4
8/17/2026,55.7,59,40.1,30,0.8,1.4,317,0.83,5.77,0,76.1,43.3,79,16,30.157,29.665,23,29.9,77.1
11/25/2030,48,27,13.7,30,9.5,14,352,0.83,12.67,0,56,42.5,44,12,30.076,29.807,23,32.2,56
11/29/2030,42.4,35,14.7,30,10.2,14.7,337,0.83,12.67,0,55,19.4,88,19,30.256,29.801,26.5,38,55
3/22/2033,30.7,63,18,30,5.2,7.8,243,0.83,1.32,0,41.6,18.5,93,32,30.034,29.894,19.6,31.1,41.6
5/28/2022,49.7,60,34.6,30,2.9,4.3,19,1.66,4.1,0,66.4,33.2,90,23,30.186,29.922,16.1,21,76.9
7/13/2027,59.6,75,50.8,30,2.4,4.1,45,1.66,5.7,0,75.6,45.1,94,44,30.149,29.882,17.3,26.5,77.8
5/4/2024,42.9,41,19.4,30,9.2,13.1,277,0.05,2.93,0,51.4,33.6,80,18,30.233,29.773,24.2,36.8,51.4
4/4/2027,31.9,45,11.3,30,4.7,6.9,255,0.05,1.27,0,45.9,16.7,78,22,30.167,29.906,19.6,20.7,45.9
12/3/2027,35.9,51,18.9,30,7.4,11.1,244,0.05,11.18,0,49.3,24.2,67,38,30.122,29.768,26.5,46,49.3
1/16/2029,20.7,48,3.6,30,5.5,8.8,268,0.05,0.05,0,31.4,6,75,28,30.242,29.918,20.7,31.1,31.4
1/17/2029,29.8,47,11.6,30,9.5,14.6,291,0.05,0.05,0,35.8,25.7,65,34,30.077,29.873,20.7,32.2,35.8
1/19/2029,32.9,49,14.3,30,5.2,8,302,0.05,0.05,0,40.1,24.2,82,27,30.168,29.818,17.3,25.3,40.1
1/28/2029,41.1,35,14.9,30,10.6,15.6,308,0.05,0.05,0,50.2,33.3,45,25,30.138,29.742,24.2,33.4,50.2
1/21/2031,18.7,79,13.2,30,4.3,6.8,283,0.05,0.05,0,23.5,16.1,89,56,30.167,29.669,16.1,27.6,23.5
11/21/2032,25.1,82,20.2,30,2.3,3.7,34,0.05,8.44,0,35.3,19.1,92,67,30.183,29.43,8.1,11.5,35.3
2/24/2026,17.9,75,11.3,30,3.7,5.4,42,0.1,0.11,0,22.7,1.8,86,51,30.366,29.7,13.8,19.6,22.7
12/28/2026,33.9,52,15.7,30,7.2,10.2,228,0.1,16.34,0,44.6,17.8,85,24,30.167,29.755,17.3,20.7,44.6
2/3/2027,20.9,52,5,30,5.6,8.5,229,0.1,0.48,0,28.8,14.3,81,31,30.089,29.853,20.7,26.5,28.8
3/17/2029,24.2,77,17.5,30,2.7,4.4,108,0.1,0.31,0,28.5,20.3,87,39,30.184,29.97,11.5,16.1,28.5
9/16/2029,47.7,56,31.3,30,1.5,2.7,104,0.1,7.37,0,63,30.6,85,27,30.116,29.905,12.7,17.3,63
1/22/2032,20.4,42,0.5,30,7.7,11.6,283,0.1,0.1,0,28.8,16.1,72,28,30.207,29.615,27.6,38,28.8
1/23/2032,23.5,39,2,30,14.4,20.4,283,0.1,0.1,0,29,16.5,47,27,30.184,29.852,31.1,42.6,29
9/13/2022,50.3,70,39.3,30,4.6,85.5,349,0.2,8.97,0,73.7,35,94,25,30.181,29.744,20.7,255,79.1
9/19/2022,52.1,52,31.2,30,3.8,32.2,32,0.2,8.97,0,73.1,33.4,83,16,30.193,29.797,17.3,255,76.9
4/8/2023,40.9,30,10.9,30,9.9,13.7,313,0.2,1.5,0,53.1,24.7,49,18,30.187,29.721,25.3,35,53.1
4/10/2023,38.7,63,26.6,30,2.6,4.1,90,0.2,1.5,0,49.8,27.5,86,41,30.167,29.821,15,20,49.8
4/14/2023,44.3,35,16.6,30,5.8,8.7,291,0.2,1.5,0,57.5,33.5,61,15,30.103,29.829,21.9,31,57.5
5/3/2023,39.6,49,20.5,30,16.1,16.3,356,0.2,3.97,0,51.7,23.3,92,32,30.116,29.739,28.8,33,51.7
12/19/2032,26.8,40,3.7,30,9,13.3,240,0.2,9.25,0,37.1,13.7,73,20,30.149,29.871,21.9,34.5,37.1
12/21/2032,44.4,16,0.2,30,10.2,15.4,240,0.2,9.25,0,52.9,38,26,10,30.16,29.943,19.6,29.9,52.9
12/27/2032,17,70,7.6,30,1.3,2.3,344,0.2,9.25,0,39.8,4.5,86,24,30.102,29.774,10.4,12.7,39.8
12/29/2032,15,45,-2.7,30,10.6,15.3,238,0.2,9.25,0,19.9,10.7,69,36,30.112,29.858,23,34.5,19.8
12/31/2032,25,34,-1.3,30,9.8,14.4,234,0.2,9.25,0,37.5,4.6,56,12,30.184,29.744,25.3,40.3,37.5
8/17/2022,51.7,67,39.8,30,3.3,4.3,36,0.4,8.34,0,67.8,34.6,89,31,30.143,29.915,17.3,21,78.8
8/21/2022,61.1,46,36.6,30,4.7,6.1,34,0.4,8.34,0,79.9,38.3,86,20,30.08,29.884,13.8,25,78.6
7/31/2026,61.7,52,41.2,30,1.4,2,313,0.4,3.51,0,77.4,48,79,22,30.083,29.882,23,27.6,77.8
5/18/2022,60.4,35,27.3,30,2.1,45.2,80,0.8,3.24,0,79,36,74,9,30.239,29.644,16.1,255,77.6
8/5/2023,57.8,73,48.2,30,2,3.4,27,0.8,10.9,0,72.1,44.2,94,38,30.103,29.853,20.7,28.8,78.5
9/29/2025,49.6,62,33.7,30,1.3,2.5,155,1.35,9.19,0,69.8,32.8,94,18,30.179,29.922,10.4,12.7,77.3
9/30/2025,53.5,47,31.5,30,3.7,5.8,329,1.35,9.19,0,68.3,39.9,75,20,30.086,29.913,15,20.7,76.5
5/21/2028,42.6,79,36.2,30,2.3,4.2,71,1.35,4.87,0,55.1,34.4,93,56,30.192,29.858,11.5,17.3,55.1
7/30/2028,64.6,44,37.5,30,2.4,4.1,51,3.08,11.23,0,82,42.8,83,11,30.099,29.72,12.7,19.6,79.7
11/3/2027,33.1,78,26.8,30,3.4,5.6,250,0.13,10.96,0,38.5,25.7,91,47,30.279,29.65,13.8,20.7,38.5
12/15/2027,28,42,7.8,30,11.6,16.9,240,0.13,11.26,0,32.8,19.5,50,31,30.243,29.858,21.9,33.4,32.8
9/27/2029,52.2,45,26.5,30,1.4,2,118,0.13,7.41,0,73.9,29.1,86,16,30.362,29.904,12.7,12.7,76.6
12/31/2031,9.5,67,0.5,30,2,3.7,283,0.13,7.65,0,22.9,-6.3,74,44,30.52,29.525,10.4,16.1,22.9
1/29/2032,25.8,22,-8.3,30,7.7,12.4,283,0.13,0.13,0,35.6,15.7,40,14,30.163,29.86,21.9,34.5,35.6
12/24/2028,15.3,44,-2.9,30,6.1,8.9,271,0.26,14.87,0,20.4,8.4,61,32,30.139,29.696,18.4,26.5,20.4
9/13/2032,51.6,51,30.2,30,3.3,5.2,239,0.26,7.83,0,74.6,30.6,88,13,30.094,29.915,17.3,26.5,76.3
9/25/2022,45.8,68,34.5,30,4.6,5.4,20,0.52,9.29,0,61.5,35.3,92,24,30.177,29.946,18.4,28,61.5
9/11/2027,44.8,79,38.2,30,4.5,7.5,56,0.52,9.35,0,54.7,30.9,92,55,30.298,29.746,12.7,16.1,54.7
10/31/2022,44,43,22.7,30,16.2,22.9,305,0.77,10.1,0,55.3,36.6,58,26,30.125,29.894,29.9,46,55.3
10/29/2026,33.6,76,25.5,30,3.1,5,7,0.77,15.94,0,53.6,24.4,91,26,30.084,29.741,13.8,19.6,53.6
2/25/2023,28,62,15.7,30,5,7.3,311,0.37,0.44,0,34.7,18.1,88,36,30.255,29.791,19.6,28,34.7
3/23/2023,29.4,84,25.2,30,4.2,5.2,39,0.37,0.94,0,35.5,21.9,91,62,30.249,29.788,12.7,17,35.5
4/21/2027,47.3,54,30.6,30,1.9,3.8,74,0.37,1.59,0,57,37,73,20,30.045,29.9,8.1,13.8,57
5/5/2033,48.7,24,12.2,30,6.3,9.7,241,0.37,2.77,0,62.3,37.9,50,12,30.128,29.942,18.4,26.5,62.3
5/6/2033,43.6,55,27,30,2,3.6,22,0.37,2.77,0,59.4,24.5,85,34,30.138,29.867,11.5,18.4,59.4
5/8/2033,39.1,66,27.9,30,2.7,4.9,84,0.37,2.77,0,51.4,29.4,90,40,30.092,29.91,10.4,15,51.3
5/9/2033,42.5,57,27.5,30,4.1,7,40,0.37,2.77,0,53.5,32.8,82,31,30.13,29.942,17.3,24.2,53.5
5/10/2033,41.9,56,26.8,30,3.1,5.6,68,0.37,2.77,0,52.6,30.6,73,40,30.108,30.001,12.7,17.3,52.6
10/22/2026,49.6,33,21.5,30,7.3,11.1,260,0.74,15.91,0,60.4,41.9,43,24,30.093,29.906,15,21.9,60.4
10/23/2026,47.8,41,23.1,30,4.6,7.1,224,0.74,15.91,0,62.2,28.8,81,18,30.176,29.885,16.1,20.7,62.2
8/7/2030,51.2,90,48.5,30,1.4,2.8,275,0.99,8.88,0,55.3,46.4,94,83,30.069,29.838,9.2,12.7,55.3
7/14/2027,59.6,72,49.2,30,1.8,3.3,82,1.73,5.77,0,71.9,47.4,95,36,30.089,29.909,10.4,17.3,77.5
1/21/2022,48.2,11,-4.6,30,12.4,16.8,257,0.03,0.03,0,55,41,1,6,30.143,29.871,25.3,35,55
2/18/2022,28.3,42,7.5,30,10.2,15.1,269,0.03,0.24,0,35,24,5,26,30.252,29.779,24.2,35,35
2/27/2022,26.7,45,6.6,30,9.8,14.7,278,0.03,0.24,0,34,18,7,25,30.475,29.753,28.8,47,34
9/4/2022,56.8,59,42,30,4.5,159.1,5,0.03,8.8,0,76.6,37.6,84,20,30.269,29.597,16.1,255,78.4
9/5/2022,62.2,44,37.4,30,7.3,143.9,8,0.03,8.8,0,76.5,37.3,83,21,30.263,29.636,13.8,255,77.8
3/12/2023,36.2,30,6.9,30,10.9,15,302,0.03,0.6,0,51.5,27.2,54,17,30.06,29.866,27.6,35,51.5
10/11/2023,48.5,54,29.4,30,2.6,4.5,28,0.03,11.51,0,65.5,31.9,86,19,30.12,29.904,16.1,25.3,75.2
1/7/2027,32.1,35,6.1,30,6.9,10.3,253,0.03,0.03,0,41.7,25.6,67,20,30.173,29.869,21.9,31.1,41.7
1/8/2027,27.5,54,12.2,30,6,8.7,259,0.03,0.03,0,36.3,13.6,78,35,30.172,29.889,18.4,24.2,36.3
1/13/2027,26,44,6.9,30,21.3,33.5,265,0.03,0.03,0,32.4,21.1,50,37,30.015,29.911,33.4,52.9,32.4
1/19/2027,41.5,25,8.1,30,16.2,22.6,244,0.03,0.03,0,47.9,37.3,28,20,30.024,29.874,31.1,43.7,47.9
11/2/2029,43,68,32.8,30,0.9,1.8,97,0.03,7.83,0,54.8,27.8,87,36,30.452,29.636,10.4,12.7,54.8
1/11/2031,26.7,41,5.6,30,9.9,14.8,283,0.03,0.03,0,31.6,21.8,60,27,30.194,29.696,24.2,35.7,31.6
11/14/2022,25.7,85,21.7,30,3,92.8,58,0.06,10.17,0,36.3,21.9,90,67,30.069,29.861,10.4,255,36.3
3/18/2023,35.7,51,16.2,30,4.3,6.2,78,0.06,0.63,0,54.8,23.2,88,12,30.06,29.808,17.3,24,54.8
1/19/2028,37.7,52,20.8,30,15.3,21.9,242,0.06,0.06,0,42.5,28.3,89,35,30.013,29.863,28.8,41.4,42.5
2/10/2029,46.6,16,2.5,30,11,16,347,0.06,0.26,0,56,40.6,24,7,30.121,29.898,20.7,34.5,56
2/11/2029,46.7,24,11.1,30,8.9,13.9,349,0.06,0.26,0,56.3,38.3,37,17,30.096,29.861,24.2,38,56.3
2/12/2029,48.5,31,18.9,30,7.9,11.1,309,0.06,0.26,0,57.6,40.6,42,23,30.119,29.909,20.7,27.6,57.6
3/9/2029,31.8,55,15.9,30,5,7.5,99,0.06,0.27,0,43.2,18.4,83,27,30.133,29.82,19.6,27.6,43.2
3/10/2029,42.7,35,16.2,30,9,13.1,100,0.06,0.27,0,56.2,30.2,54,21,30.183,29.936,23,29.9,56.2
4/11/2029,39.1,78,32.5,30,2.1,3.9,113,0.06,0.95,0,51.7,31,91,54,30.089,29.845,9.2,12.7,51.7
2/6/2031,31.2,44,10.7,30,6.1,9.5,283,0.06,0.13,0,41.1,20.8,83,24,30.166,29.839,15,24.2,41.1
